15.125,14.0625
15.4375,16.5
14.5,12.9375
12.3125,12.8125
16.125,15.625
14.6875,14.9375
13.875,14.9375
13.4375,13.75
14.8125,14.875
14.5625,16.0
15.625,15.8125
12.9375,13.0
15.75,16.5
12.75,12.1875
15.5,14.625
14.6875,14.6875
13.875,15.3125
15.4375,16.125
14.625,14.75
11.6875,12.3125
15.5,14.5
12.0,12.1875
16.625,17.125
15.0625,16.25
13.875,15.0
14.625,15.8125
14.5,15.4375
16.125,14.75
14.625,14.4375
13.5,13.5
14.125,14.4375
14.625,14.125
15.625,13.75
14.0,14.4375
14.8125,19.625
14.3125,14.3125
12.25,12.0625
15.3125,14.875
15.125,15.125
15.875,15.9375
15.625,15.5625
14.0,15.4375
13.9375,14.75
14.5,14.1875
14.625,14.875
15.625,16.125
15.625,15.0
14.75,14.5625
13.375,13.0625
17.875,19.125
12.5625,13.25
15.0625,15.125
13.4375,13.375
14.4375,14.375
15.25,16.375
12.9375,12.5625
14.0625,13.3125
14.5,15.0625
15.3125,16.625
13.9375,13.25
15.3125,16.5
12.3125,12.9375
15.75,17.625
14.5625,15.25
15.25,14.625
14.75,14.5625
13.0,13.25
13.9375,13.4375
16.5,16.75
13.4375,14.5625
15.3125,15.4375
15.0,16.25
13.5625,16.0
14.875,15.1875
14.5625,14.4375
14.0625,14.1875
14.5625,14.9375
15.0625,16.0
13.375,13.0625
14.0625,13.75
14.5,15.0625
13.5,13.9375
14.5,14.25
13.25,14.5
15.75,17.375
14.75,13.75
15.875,15.875
12.125,12.8125
13.375,13.625
15.25,15.5
15.875,15.5625
14.125,14.8125
17.0,16.375
13.3125,13.3125
13.875,14.75
13.875,15.0625
14.875,15.0625
13.875,14.5
15.5,15.9375
13.375,13.125
15.3125,17.125
14.1875,13.875
11.75,10.5625
13.625,13.1875
12.4375,12.25
14.625,14.125
15.0,14.8125
13.0,12.875
14.1875,14.0625
14.0,14.25
14.5,16.375
14.1875,16.75
14.9375,15.25
15.0,14.6875
14.5,14.9375
14.8125,14.125
17.125,17.375
14.6875,13.625
15.8125,17.375
15.375,16.375
14.9375,14.4375
14.25,14.0
17.5,17.375
12.5625,12.9375
14.75,16.25
14.625,14.5625
13.25,13.375
14.75,14.25
13.4375,14.0
14.5625,14.625
12.0,12.4375
12.3125,12.3125
15.3125,15.375
12.1875,12.875
14.1875,14.0625
16.0,16.125
14.625,14.75
13.75,14.5625
15.125,15.375
15.5625,15.25
13.75,13.5625
11.0625,11.625
16.125,16.25
17.125,17.0
14.625,15.875
14.0,14.3125
15.1875,15.5625
14.5625,14.375
13.375,14.5
14.0,15.125
15.0,14.0625
16.75,17.375
16.875,17.375
15.4375,15.3125
10.875,10.375
14.125,14.625
15.125,15.4375
15.375,16.625
15.625,15.6875
13.375,12.9375
18.125,16.5
14.4375,15.25
13.8125,13.9375
14.5,15.125
13.75,14.875
13.625,14.3125
14.3125,14.5625
13.875,15.0625
12.4375,11.6875
17.375,17.375
13.8125,16.25
14.8125,15.1875
13.5,14.5625
15.9375,14.75
12.6875,13.0
13.125,13.0
13.4375,14.4375
15.6875,16.75
14.5,14.125
14.125,14.1875
14.5,15.25
15.3125,14.9375
13.3125,13.375
14.75,13.625
15.4375,15.625
14.0,13.625
15.1875,16.125
13.875,13.75
11.6875,11.9375
15.0625,15.8125
14.6875,14.75
12.5625,12.625
15.25,15.0625
13.875,14.0
13.25,12.6875
15.0,14.75
14.75,15.0
14.3125,14.0625
15.6875,16.75
16.125,14.625
15.75,18.0
12.5625,13.375
13.625,11.5625
12.4375,12.125
14.3125,14.375
14.9375,15.0
16.125,15.9375
14.75,14.75
16.25,16.75
15.9375,16.625
14.375,15.75
12.3125,12.1875
15.1875,15.125
14.1875,15.4375
15.75,14.25
16.75,17.5
14.125,14.6875
13.5,14.875
13.8125,13.9375
16.875,18.125
15.625,16.0
14.9375,15.25
15.125,15.6875
14.8125,15.125
13.4375,12.1875
11.875,11.4375
15.25,16.125
14.625,15.4375
16.125,15.5
12.3125,13.1875
14.4375,16.125
15.375,15.3125
14.0625,14.1875
17.125,18.875
12.25,13.0
14.6875,14.1875
15.1875,15.1875
15.0,16.25
14.75,13.5
15.25,15.25
14.125,12.875
13.8125,14.75
14.125,14.4375
15.6875,15.625
13.3125,13.3125
16.375,18.0
15.0,14.9375
14.0625,14.125
14.375,14.4375
15.8125,18.5
13.0625,14.625
14.25,13.0625
15.3125,14.625
13.9375,13.875
14.875,14.9375
16.625,16.375
16.25,17.5
14.75,13.5
15.125,15.875
13.0,13.75
15.375,15.0625
13.5625,13.1875
15.3125,14.5
18.0,19.0
14.875,15.1875
14.5,14.125
13.375,13.5
15.0625,13.8125
14.4375,13.5625
13.4375,14.25
15.625,15.875
14.625,15.625
11.0,11.6875
13.0,13.75
13.9375,14.125
13.8125,14.5
13.8125,13.5
17.0,16.875
14.1875,14.9375
14.625,15.375
13.8125,13.875
15.4375,14.5
14.9375,16.125
12.1875,12.6875
14.9375,14.75
13.9375,14.75
14.0,14.9375
14.875,15.4375
12.75,13.3125
15.3125,15.4375
16.0,17.0
12.75,12.6875
15.8125,15.4375
12.8125,12.125
14.0625,14.4375
15.3125,15.5625
15.25,15.6875
15.125,14.6875
14.125,14.0
15.0,17.375
14.3125,14.625
13.75,13.5625
15.1875,15.0625
14.125,14.375
14.625,15.75
12.3125,12.625
16.75,18.125
14.25,15.5
13.25,13.6875
14.5,15.0
14.0,14.0
14.0,14.25
14.3125,15.0625
14.0,14.3125
15.5625,16.25
13.4375,13.75
11.75,12.3125
14.3125,15.6875
14.6875,17.5
14.1875,13.75
16.75,16.25
14.25,15.125
14.625,15.75
15.5625,15.875
14.5625,15.1875
13.3125,14.4375
11.9375,12.125
14.0625,14.5
11.4375,10.9375
15.1875,16.375
14.25,13.9375
14.5,14.5625
15.75,15.625
9.4375,8.875
14.6875,15.5
15.0,15.5
15.75,16.625
13.8125,13.6875
14.6875,16.25
14.5625,15.125
14.0,13.375
15.9375,17.125
15.5625,15.75
9.5625,9.5625
11.9375,12.125
13.5,13.6875
13.6875,14.0625
14.625,13.625
13.8125,15.1875
12.125,11.5625
15.625,17.375
14.1875,14.5
16.5,18.875
13.8125,13.5625
15.25,15.125
16.625,16.875
14.375,14.25
15.75,14.9375
12.625,13.0
13.75,14.0
15.1875,14.375
14.5625,13.375
15.0625,17.625
15.625,15.5
14.0625,14.0
15.6875,17.125
14.4375,14.25
14.875,14.4375
15.6875,15.875
15.0625,15.0
13.375,14.4375
13.5625,13.9375
14.1875,14.125
14.0625,13.6875
13.0625,14.1875
11.1875,11.875
15.3125,15.875
13.625,13.25
13.75,15.0
15.75,15.9375
12.125,12.4375
18.0,17.125
14.125,14.25
15.5,15.1875
13.875,14.75
13.75,14.6875
11.75,11.1875
14.875,14.875
13.8125,15.0
12.3125,13.3125
15.0625,16.75
14.0,15.625
15.5625,14.9375
14.1875,13.6875
12.875,15.125
12.5625,11.9375
16.5,15.875
16.5,14.9375
14.3125,14.0625
14.125,15.3125
14.125,14.9375
14.6875,15.5625
15.0,14.9375
15.25,15.125
15.4375,15.6875
15.6875,16.75
14.4375,14.3125
15.4375,16.625
15.0,17.625
15.25,15.5625
16.625,17.25
14.8125,14.8125
14.375,14.4375
13.6875,13.375
15.25,16.0
14.4375,14.4375
14.4375,14.75
16.125,16.75
13.3125,14.5
13.3125,13.5
14.6875,14.9375
15.0625,15.5
14.625,14.0
15.625,15.375
14.1875,16.625
14.625,14.5625
13.375,13.6875
11.8125,11.6875
12.25,12.9375
13.3125,14.1875
13.5625,13.8125
15.25,15.0625
14.1875,13.625
15.125,15.75
15.0625,16.25
12.6875,12.8125
14.5,14.625
13.125,12.8125
13.8125,13.625
15.9375,16.125
14.625,15.3125
15.625,16.25
13.1875,13.1875
14.625,14.8125
17.875,20.0
13.9375,14.75
13.0625,14.75
13.9375,14.375
15.625,14.375
14.8125,15.8125
15.5,15.75
11.375,11.1875
14.125,14.375
14.4375,14.5625
16.75,16.625
15.5,15.9375
13.8125,13.375
12.8125,12.375
13.8125,14.75
13.0625,12.25
15.4375,15.5625
11.75,12.3125
13.6875,14.875
14.625,14.9375
14.9375,15.5625
14.0,14.625
18.375,17.75
15.25,13.9375
15.5625,15.6875
14.8125,14.3125
15.5,15.9375
17.375,19.5
14.5,15.3125
13.9375,12.9375
14.375,15.1875
13.25,14.125
13.625,13.625
14.75,14.6875
15.6875,16.5
15.4375,16.0
14.875,14.625
14.4375,14.625
15.8125,18.125
15.375,15.0625
15.0625,16.625
15.25,15.5
14.125,14.0625
14.6875,16.125
15.5,15.75
12.75,14.0
15.6875,15.75
14.6875,14.75
12.6875,13.0
14.3125,15.0625
12.0625,11.1875
15.0625,14.75
11.625,11.0625
14.9375,14.875
14.6875,15.375
11.6875,12.25
13.8125,14.375
15.8125,15.8125
14.625,14.6875
11.4375,11.5625
14.4375,13.625
15.0625,14.875
13.625,13.4375
15.5,15.6875
16.5,15.6875
13.9375,14.375
11.875,12.25
14.1875,13.875
13.9375,14.25
14.0625,13.625
14.625,14.625
12.75,14.0
15.125,15.5625
13.8125,14.8125
14.8125,13.4375
15.8125,15.625
15.8125,15.1875
14.875,13.8125
13.1875,13.125
14.125,14.625
15.1875,15.75
14.625,15.3125
13.875,13.8125
15.625,16.5
14.8125,15.8125
14.6875,15.375
14.25,15.1875
17.125,16.625
15.6875,15.3125
15.5,16.0
15.1875,14.8125
15.125,15.5
14.75,14.4375
16.5,17.0
14.9375,16.75
15.125,15.5
13.125,13.5625
14.375,14.625
14.8125,14.5625
12.1875,12.25
13.75,12.9375
14.0625,13.875
13.25,14.9375
15.0625,13.875
16.0,15.1875
11.875,12.3125
15.125,16.625
15.375,15.8125
12.8125,13.625
11.75,13.125
14.75,15.0625
13.25,15.125
14.125,14.875
14.3125,14.3125
13.875,13.0
14.5,14.625
14.6875,14.625
15.1875,14.8125
12.9375,14.4375
14.6875,14.625
14.75,14.9375
16.25,15.6875
13.6875,14.0625
14.1875,14.0
12.75,13.75
13.875,15.25
12.1875,11.8125
14.125,15.6875
14.25,14.125
15.4375,14.75
13.75,14.3125
13.875,13.6875
16.25,16.875
16.25,17.5
14.375,14.75
15.625,17.625
14.4375,14.75
15.5,16.25
14.5,14.0625
14.9375,15.0625
14.75,15.3125
13.625,13.375
15.8125,14.875
12.375,13.0625
14.9375,15.0
14.5,13.25
10.125,9.6875
14.8125,15.5625
15.9375,18.125
11.3125,11.5
14.625,14.4375
15.0625,15.8125
10.6875,11.625
14.625,14.5
14.75,15.5
15.125,15.25
14.25,15.25
12.8125,13.0
13.9375,14.375
16.375,18.625
14.5625,15.4375
15.625,16.875
16.25,17.125
12.875,13.125
15.875,16.625
13.5,13.4375
12.5,12.4375
13.375,15.1875
16.25,17.25
14.875,13.9375
13.9375,13.6875
14.6875,14.625
14.125,13.75
13.5625,13.8125
14.4375,14.125
15.375,14.9375
15.0,15.3125
15.0625,15.5
12.5625,12.5
14.4375,13.5
15.0625,15.3125
14.8125,14.875
14.8125,14.375
13.9375,15.25
13.8125,13.625
15.625,15.4375
13.625,14.25
13.5625,13.75
12.875,13.125
13.5,13.1875
15.5625,16.625
13.25,14.5
13.0,12.1875
12.5,14.4375
15.3125,16.5
14.875,16.375
14.8125,15.3125
14.9375,15.6875
12.9375,14.5
13.625,13.8125
13.0625,12.875
14.0,13.5625
16.875,16.5
13.8125,14.4375
13.4375,14.625
14.75,14.875
13.8125,15.0
14.375,14.3125
13.75,14.3125
13.9375,15.1875
16.625,18.0
15.9375,16.625
14.5,15.3125
13.8125,14.375
12.5625,13.0
13.25,14.25
14.5625,14.875
13.4375,13.75
13.875,13.5625
15.9375,15.9375
13.1875,12.8125
14.25,14.1875
14.9375,15.375
12.375,12.25
14.125,13.3125
15.1875,14.75
14.0625,17.25
13.875,14.125
14.375,15.6875
15.3125,15.75
12.8125,13.125
11.9375,11.0
16.625,18.0
14.9375,14.75
15.4375,15.25
15.125,14.75
16.125,17.625
14.6875,15.3125
14.125,13.875
14.75,14.625
15.6875,16.125
12.3125,11.5625
14.6875,16.25
13.5,14.125
13.875,14.0
14.625,14.75
14.0625,14.0625
15.0625,15.6875
16.125,16.0
14.5625,14.9375
13.4375,13.375
14.375,14.4375
13.75,14.5
14.25,14.1875
13.0625,13.375
15.75,15.3125
14.3125,13.75
16.125,16.125
14.625,16.75
13.6875,14.6875
14.625,14.75
13.1875,13.5
13.75,12.75
12.8125,12.5625
15.0625,15.5
14.5625,14.1875
13.4375,14.1875
13.0625,13.3125
13.75,14.875
13.0625,13.4375
13.8125,13.875
14.0625,13.0
14.9375,14.625
15.625,15.875
15.125,16.875
12.6875,13.5
14.0625,13.5
14.375,14.9375
13.4375,13.5
15.9375,17.25
15.5,14.9375
14.5625,14.375
17.125,15.625
14.5625,14.25
13.5625,15.0
15.125,15.375
14.25,14.5
13.375,13.3125
15.25,15.6875
14.5625,15.4375
13.5625,13.6875
16.5,15.1875
13.5625,14.625
16.125,17.375
14.0625,13.9375
16.625,15.8125
14.125,14.1875
14.0625,14.375
13.875,14.6875
13.25,13.0625
16.0,16.625
15.1875,15.1875
14.1875,14.9375
13.8125,13.5
18.125,17.875
11.0625,11.5625
13.4375,13.1875
14.25,15.1875
14.6875,15.4375
14.9375,15.25
14.0,14.0
13.875,14.1875
16.25,15.8125
14.5625,15.5625
14.5,13.875
14.0,13.375
15.4375,14.8125
13.9375,14.1875
14.6875,14.3125
13.6875,14.5
15.5625,15.6875
15.8125,15.6875
14.9375,15.125
12.375,12.1875
12.5625,13.375
16.75,14.6875
13.9375,14.6875
15.0,14.6875
14.875,16.0
16.5,17.375
14.6875,15.5625
15.375,16.5
15.0,16.25
14.0,13.125
13.9375,14.3125
15.1875,15.6875
13.4375,14.875
14.4375,14.4375
13.9375,15.3125
14.125,14.5625
13.6875,14.375
14.375,14.875
11.4375,11.125
12.375,12.875
15.0625,16.625
13.125,14.1875
13.625,13.9375
15.0,16.875
14.0,13.5625
13.125,14.3125
16.75,15.875
10.9375,11.0
12.9375,13.875
14.8125,14.375
16.125,16.125
15.5,16.0
16.0,18.125
16.25,16.875
17.5,16.125
20.125,18.125
14.8125,15.6875
14.8125,14.5
16.75,16.125
16.875,16.75
14.625,14.125
13.75,13.6875
15.25,15.4375
14.75,14.625
15.6875,15.9375
13.6875,14.4375
13.3125,14.5
16.375,16.375
14.5,15.4375
15.625,16.625
13.9375,13.625
13.4375,13.875
14.125,15.5625
14.3125,13.9375
14.875,14.375
13.5,13.1875
15.0,13.875
15.5625,15.125
13.0625,13.8125
12.9375,13.125
13.375,13.9375
14.9375,13.9375
17.25,15.625
14.9375,15.0625
14.875,14.6875
16.25,18.875
12.75,12.5
13.0625,14.0625
12.8125,12.8125
13.375,14.0625
14.9375,15.375
11.75,12.0625
14.5625,14.0625
12.5,12.8125
15.375,16.0
11.75,11.3125
17.0,17.125
15.6875,17.875
17.875,16.375
15.8125,15.625
11.8125,12.6875
15.875,16.625
13.3125,14.125
15.3125,15.5
14.9375,16.0
13.6875,13.8125
13.0625,13.3125
14.8125,14.875
13.3125,12.625
17.375,16.375
13.625,15.1875
12.875,12.9375
14.8125,14.6875
13.4375,13.75
14.75,14.1875
15.9375,17.375
13.8125,15.625
14.75,15.6875
15.25,14.75
13.375,12.625
13.375,14.5
14.75,14.25
15.125,14.6875
13.875,13.8125
15.0,14.0625
14.1875,14.25
14.875,15.0625
14.375,15.125
13.0625,12.3125
13.4375,13.1875
16.75,17.25
13.5,13.8125
14.5,14.1875
14.25,14.0
14.5,13.9375
15.125,15.125
15.25,18.5
16.25,15.5625
14.5625,14.1875
11.5625,10.875
14.875,15.625
15.125,15.4375
13.75,14.6875
14.375,14.4375
14.0625,13.875
16.375,14.625
14.5,15.125
14.6875,14.375
15.4375,15.1875
12.5625,12.375
14.125,13.9375
14.875,17.75
13.0,14.125
12.5,12.4375
17.75,17.125
12.4375,13.0
17.125,16.75
14.5,14.9375
13.125,13.6875
14.6875,14.75
17.125,17.5
15.0,14.25
14.75,14.9375
12.75,13.625
14.5625,15.4375
13.8125,14.25
16.375,19.125
13.625,14.25
14.5,15.9375
13.375,14.375
15.25,15.8125
13.875,14.3125
13.875,14.25
14.5625,14.75
14.0,14.875
14.875,14.75
14.4375,15.375
13.25,12.75
15.25,15.875
13.625,14.875
16.375,16.25
17.5,17.625
16.25,16.0
15.9375,16.25
15.125,15.0625
14.5,14.0
16.125,17.0
15.375,14.125
14.375,14.625
11.4375,10.8125
15.0,14.375
14.625,14.375
15.25,15.6875
14.625,14.3125
15.75,15.625
13.875,15.1875
15.1875,15.5
14.0,16.0
16.5,16.875
14.25,16.25
16.0,15.5625
16.75,16.75
15.625,16.5
12.8125,12.1875
15.0,14.75
15.125,15.125
16.0,18.125
14.0625,14.625
13.4375,13.8125
16.0,15.9375
13.3125,12.25
13.25,14.375
15.6875,15.0625
17.375,17.0
10.875,11.0
14.1875,14.5
15.9375,18.75
14.9375,15.8125
14.8125,15.1875
15.125,14.1875
15.6875,16.125
15.8125,15.5
16.375,15.8125
13.625,13.8125
16.25,17.75
15.3125,15.875
14.9375,15.25
14.5,14.8125
13.25,13.25
13.625,13.25
16.75,16.5
14.0625,14.5625
15.625,15.4375
16.125,17.125
14.75,15.6875
13.875,14.1875
13.375,13.1875
12.375,11.75
15.5,16.0
14.25,14.0625
15.4375,16.125
14.0,13.75
15.375,14.125
13.25,14.875
16.625,17.625
15.625,14.9375
14.375,14.5
15.0625,14.375
14.5,15.5
16.625,17.125
14.625,15.9375
15.5625,15.3125
15.5,15.875
13.25,14.625
13.6875,15.3125
14.125,14.75
12.5,12.625
11.75,12.125
15.75,16.25
16.125,16.375
16.375,16.375
13.6875,16.125
12.8125,13.375
15.3125,14.9375
13.3125,14.0
14.0,14.4375
15.9375,14.375
16.75,16.375
16.625,16.25
15.6875,16.625
18.625,17.25
13.3125,13.5625
11.25,12.0
15.25,15.625
14.0,12.625
13.8125,14.9375
12.875,14.0625
16.625,16.875
12.3125,12.375
16.0,14.875
14.1875,13.5625
15.5,15.625
13.125,12.875
15.3125,15.0625
17.25,17.875
15.8125,16.75
15.6875,16.5
11.875,13.1875
15.5625,15.4375
15.3125,17.75
15.375,18.25
14.75,16.625
13.8125,14.5
13.4375,13.9375
14.9375,14.75
16.75,15.3125
13.875,12.5
16.75,16.0
11.875,12.0
12.875,12.0
12.5625,13.25
14.3125,15.625
13.75,13.8125
13.75,14.625
14.6875,14.5
13.3125,14.375
14.375,14.25
13.25,13.375
14.25,14.3125
14.875,16.125
11.125,10.9375
13.3125,13.6875
14.9375,15.125
15.0625,15.8125
16.0,15.4375
14.9375,15.625
14.5,15.0625
15.25,15.625
15.375,15.5625
16.375,17.625
15.25,16.375
14.4375,16.0
13.5,13.75
13.625,12.8125
14.3125,14.5
13.5,14.0
16.125,17.25
14.5625,15.0
15.8125,16.25
15.3125,16.25
12.3125,11.875
15.1875,15.3125
15.3125,15.9375
16.625,17.125
13.875,13.5
14.6875,16.125
14.625,15.75
14.8125,15.4375
12.75,13.1875
17.0,17.375
16.0,16.5
14.3125,13.5
13.8125,15.125
13.8125,14.5
16.5,14.6875
14.75,14.6875
13.75,12.625
13.1875,13.3125
14.8125,13.5
13.25,13.3125
13.25,13.8125
14.9375,14.9375
14.8125,14.75
14.5,13.9375
14.5,15.5
16.0,14.75
14.1875,13.625
12.8125,12.6875
15.0,16.25
14.875,15.5625
14.25,12.8125
14.75,15.6875
15.125,16.25
14.8125,15.1875
12.9375,12.0
15.0625,16.875
16.5,16.5
13.0,13.75
13.5625,14.4375
15.3125,14.5625
13.0,12.0625
14.6875,15.625
13.375,15.5
13.9375,13.8125
18.125,18.875
15.0,14.25
12.9375,14.0625
15.0,15.6875
15.0625,15.9375
15.1875,15.4375
15.4375,14.75
16.125,15.875
17.625,18.0
14.1875,14.1875
15.9375,16.5
15.625,14.6875
14.3125,18.75
13.5625,12.5
16.375,18.25
14.875,15.5625
15.1875,14.5625
13.25,12.4375
16.25,16.875
14.875,15.25
13.25,13.5625
13.75,14.0
12.0,12.8125
13.625,13.0625
11.1875,10.875
14.25,16.0
15.9375,15.875
13.75,13.1875
14.75,15.25
14.8125,14.9375
15.1875,14.5625
14.875,14.625
13.0,13.3125
15.0,13.25
14.5,13.25
13.6875,13.3125
16.0,17.25
16.25,16.5
13.5625,12.5625
13.6875,13.625
14.1875,14.3125
13.25,14.6875
13.4375,15.125
13.9375,14.375
15.375,15.5
15.9375,15.8125
13.625,13.8125
14.9375,14.875
13.375,14.875
13.1875,14.875
14.75,15.75
17.5,18.25
12.75,12.875
15.0,14.625
13.8125,14.4375
15.4375,14.125
15.8125,17.0
12.375,11.5625
14.6875,15.4375
13.25,12.9375
16.125,14.75
13.0625,13.375
14.0,14.125
18.25,19.5
14.6875,15.75
15.625,15.3125
15.375,15.5
11.9375,12.625
13.375,13.4375
14.875,14.3125
12.1875,12.1875
14.8125,16.875
13.9375,15.125
14.8125,14.5625
12.5625,11.9375
15.125,15.375
14.375,19.125
14.3125,13.625
13.875,14.3125
16.625,16.875
14.6875,15.4375
14.9375,16.25
14.4375,14.9375
15.1875,14.8125
16.125,16.25
12.0625,11.125
14.3125,14.375
13.75,12.25
15.1875,16.75
14.25,13.25
14.1875,14.9375
13.25,13.125
15.8125,15.9375
15.75,15.1875
15.9375,14.75
16.75,16.125
13.6875,14.0
14.6875,15.3125
14.1875,13.625
15.6875,15.75
13.9375,13.75
14.1875,14.0625
14.6875,19.375
14.875,14.375
14.4375,14.4375
14.5,15.0625
13.875,13.8125
12.125,12.0
14.25,13.8125
14.5625,14.625
14.875,15.6875
15.0625,14.8125
15.0625,14.3125
13.375,14.4375
13.1875,13.0
14.1875,14.625
15.8125,14.8125
16.0,16.25
15.8125,16.875
15.75,16.0
15.0625,15.0
16.75,17.5
16.5,18.625
14.375,15.375
13.25,12.625
14.875,15.3125
15.6875,16.125
16.125,15.25
14.8125,14.9375
13.75,14.1875
15.25,14.4375
15.0625,15.5625
14.6875,13.25
15.25,15.0625
14.75,13.8125
14.1875,14.25
10.3125,10.25
14.9375,13.9375
14.5,14.5
14.4375,14.625
14.0625,13.625
15.75,17.0
15.5,14.5625
11.9375,11.4375
14.875,15.6875
16.25,16.25
12.5,12.3125
13.625,13.8125
15.9375,16.375
14.625,13.9375
14.125,13.25
12.1875,11.875
14.5625,13.75
15.9375,14.875
13.625,14.25
15.1875,18.0
13.6875,13.75
16.5,17.125
14.5625,16.75
15.25,16.5
13.6875,16.875
15.0625,14.9375
15.8125,15.4375
15.1875,16.25
11.5625,11.8125
17.0,16.625
16.0,14.75
15.75,16.375
16.25,14.625
14.75,15.1875
12.0,11.5625
12.9375,13.6875
15.125,19.0
13.25,12.625
18.0,16.75
15.4375,15.25
15.5,15.5
14.5625,14.4375
14.0,12.875
14.6875,13.9375
16.5,16.125
14.0,13.9375
14.375,14.125
14.8125,15.0
15.875,15.4375
12.625,13.75
15.125,14.0625
14.625,16.125
14.1875,17.0
16.125,15.5625
14.625,14.875
15.4375,15.3125
14.5625,14.625
13.8125,13.5625
15.4375,16.75
17.125,15.3125
15.375,14.75
11.375,11.3125
13.75,14.8125
15.9375,15.875
16.5,16.5
14.125,13.75
15.3125,14.6875
13.0,12.5
14.4375,14.75
13.1875,14.6875
11.0625,11.5
14.3125,14.9375
15.875,18.0
13.9375,17.625
14.0,13.6875
14.5625,15.5625
15.5625,15.5
14.75,14.6875
14.0,14.875
14.125,15.625
14.625,13.875
11.6875,11.875
15.375,16.5
13.875,15.5
13.9375,15.1875
14.75,16.125
13.75,14.375
14.5,15.8125
14.8125,16.25
14.125,14.75
14.25,15.25
15.75,14.25
13.125,13.5625
14.0,14.75
14.375,14.25
14.75,15.625
16.125,15.8125
14.125,13.3125
12.75,12.6875
14.625,15.5625
16.0,15.375
16.5,16.25
13.8125,13.0
13.6875,13.4375
13.125,13.125
13.8125,13.5
14.9375,16.375
15.625,17.375
14.5625,14.3125
15.75,16.0
15.4375,15.9375
12.75,13.25
15.0625,15.75
11.3125,10.875
14.0,14.625
14.6875,15.75
15.625,15.25
14.5,14.1875
15.125,14.3125
14.875,15.625
13.0625,12.5625
13.625,13.4375
13.4375,13.8125
14.5,16.875
13.5625,14.0
15.0,14.9375
15.8125,15.6875
16.75,16.375
14.3125,15.0
13.6875,13.8125
15.1875,16.125
16.75,16.75
15.875,14.9375
11.9375,11.125
14.6875,16.125
13.8125,15.1875
11.9375,12.25
12.125,12.25
14.625,15.25
14.6875,12.0
14.0625,15.125
16.625,16.5
14.4375,14.5625
15.8125,17.0
14.375,16.5
13.0625,12.0
11.5,12.125
10.8125,9.875
13.9375,13.125
15.625,19.5
14.75,14.4375
15.1875,15.0625
13.8125,15.25
16.25,17.25
15.5625,15.75
13.9375,12.6875
13.5625,14.875
15.3125,15.75
17.125,19.125
15.5625,15.375
12.1875,12.8125
15.4375,17.5
13.5625,15.75
11.9375,13.75
12.125,12.9375
15.0625,16.375
16.125,15.4375
17.0,16.75
15.3125,15.0
15.875,13.3125
15.4375,15.6875
14.75,15.0
14.0625,16.125
13.6875,13.125
16.375,15.375
14.8125,15.75
15.125,15.8125
17.125,17.375
13.8125,13.625
13.125,12.75
14.375,13.875
14.125,15.25
13.75,12.8125
13.5,14.0625
13.1875,14.125
15.0,16.25
15.375,15.0
14.25,15.875
14.25,15.0
13.25,13.5
13.0625,13.4375
15.8125,16.25
14.5625,14.0625
13.5,14.0
16.0,17.5
14.0,13.5
14.375,13.3125
13.0625,14.9375
13.875,13.375
12.625,12.6875
13.8125,13.1875
12.25,12.6875
13.625,14.0
14.0,14.0
13.125,12.6875
14.0,14.0
13.5,13.0625
11.25,12.1875
15.375,15.8125
15.0625,16.0
15.8125,15.5625
11.4375,11.125
15.0625,14.5625
15.75,14.75
13.5625,15.5625
13.3125,13.0625
15.75,15.0625
14.4375,17.25
12.375,12.25
14.375,13.8125
12.1875,11.4375
10.75,10.3125
11.5625,12.0
13.25,14.5
13.25,12.125
13.125,15.25
15.875,18.125
11.8125,11.5625
14.25,16.125
15.0625,14.875
11.4375,11.8125
14.1875,14.0625
15.125,15.3125
13.8125,13.9375
15.125,16.25
12.25,11.5625
14.1875,15.8125
14.5,16.375
14.75,14.9375
15.125,13.5
14.0625,13.4375
12.3125,12.0
13.25,12.5625
15.6875,13.9375
14.625,16.875
14.625,16.125
13.5,13.375
14.8125,17.125
14.0625,13.5625
15.9375,15.8125
15.25,15.375
14.3125,14.125
13.875,15.0
15.625,14.125
14.875,16.875
12.4375,12.5625
10.875,11.125
14.375,14.125
14.5625,14.8125
13.5,13.1875
14.9375,14.3125
13.1875,12.8125
18.0,16.0
15.0,12.625
15.0,17.25
15.9375,15.8125
15.8125,16.375
14.0,13.875
15.3125,14.6875
13.8125,12.625
15.5,15.375
12.0625,12.25
14.4375,12.625
15.3125,15.375
10.75,10.125
15.25,15.5625
14.375,13.75
13.0625,12.125
14.75,15.125
15.125,17.125
11.25,11.4375
13.4375,12.6875
16.25,16.25
13.875,14.9375
14.0625,13.375
12.75,12.0625
11.875,10.9375
16.875,17.5
13.3125,15.875
13.75,14.9375
12.9375,10.875
15.0,15.5
14.8125,15.0625
15.1875,14.75
15.875,15.75
11.9375,11.9375
15.0625,14.875
10.5625,10.9375
12.8125,12.625
16.125,17.125
13.75,12.8125
13.5625,13.375
11.375,11.1875
13.0625,12.375
13.1875,13.875
16.75,15.5
11.9375,11.125
12.25,11.4375
16.625,14.1875
13.625,15.0
13.6875,13.75
14.875,17.0
14.5,14.6875
13.375,13.9375
15.8125,16.5
15.3125,15.0625
13.5,12.75
15.5625,17.875
14.6875,14.9375
13.9375,13.625
13.25,12.9375
12.1875,11.5
15.5625,16.0
16.625,15.8125
15.0625,16.875
